SITE,METHOD,OBS_YEAR,SITEVISITID,DATE_,REGION,ISLAND,REEF_ZONE,DEPTH_BIN,HABITAT_CODE,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,TUT2012,OTHER_AREA_GROUPING,BENTHIC_SEC_CODE,SITE_MIN_DEPTH_FT,SITE_MAX_DEPTH_FT,CLIMATE_STATION_YN,PERM_SITE,SPECIAL_PROJ_YN,SPECIAL_PROJ_DESCRIPTION
OFU-00566,nSPC,2015,8497,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.1610084,-169.60681,0,Ofu & Olosega,974,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00568,nSPC,2015,8325,NA,SAMOA,Ofu & Olosega,Forereef,Mid,APS,-14.16384635,-169.6584698,0,Ofu & Olosega,845,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00570,nSPC,2015,8570,NA,SAMOA,Ofu & Olosega,Forereef,Mid,PAV,-14.17079729,-169.6852103,0,Ofu & Olosega,761,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00571,nSPC,2015,8480,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.17114816,-169.6081634,0,Ofu & Olosega,984,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00572,nSPC,2015,8337,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.17575711,-169.6066253,0,Ofu & Olosega,1010,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00575,nSPC,2015,8559,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.18420607,-169.6577558,0,Ofu & Olosega,854,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00577,nSPC,2015,8338,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.15811162,-169.6078442,0,Ofu & Olosega,964,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00578,nSPC,2015,8544,NA,SAMOA,Ofu & Olosega,Forereef,Mid,SAG,-14.15989193,-169.6196786,0,Ofu & Olosega,939,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00579,nSPC,2015,8481,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.16781249,-169.6078626,0,Ofu & Olosega,979,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00580,nSPC,2015,8543,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.15457638,-169.6178048,0,Ofu & Olosega,938,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00582,nSPC,2015,8550,NA,SAMOA,Ofu & Olosega,Forereef,Mid,PAV,-14.16520849,-169.6487866,0,Ofu & Olosega,858,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00588,nSPC,2015,8336,NA,SAMOA,Ofu & Olosega,Forereef,Mid,SAG,-14.18825151,-169.6204109,0,Ofu & Olosega,955,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00590,nSPC,2015,8492,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.18283144,-169.6259332,0,Ofu & Olosega,942,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00591,nSPC,2015,8326,NA,SAMOA,Ofu & Olosega,Forereef,Mid,SAG,-14.16559028,-169.645157,0,Ofu & Olosega,867,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00592,nSPC,2015,8560,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.18763226,-169.6734441,0,Ofu & Olosega,825,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00594,nSPC,2015,8335,NA,SAMOA,Ofu & Olosega,Forereef,Mid,SAG,-14.17543491,-169.6280599,0,Ofu & Olosega,932,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00596,nSPC,2015,8324,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.15954861,-169.6695895,0,Ofu & Olosega,813,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00599,nSPC,2015,8571,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.17490124,-169.6816432,0,Ofu & Olosega,792,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00603,nSPC,2015,8341,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.17625324,-169.6486137,0,Ofu & Olosega,869,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00604,nSPC,2015,8482,NA,SAMOA,Ofu & Olosega,Forereef,Mid,PAV,-14.15186349,-169.6105979,0,Ofu & Olosega,952,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00610,nSPC,2015,8343,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.16456903,-169.6075751,0,Ofu & Olosega,976,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00614,nSPC,2015,8554,NA,SAMOA,Ofu & Olosega,Forereef,Mid,PAV,-14.16005244,-169.6831507,0,Ofu & Olosega,703,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00616,nSPC,2015,8493,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.18900371,-169.6084389,0,Ofu & Olosega,1022,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00619,nSPC,2015,8572,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,PAV,-14.17807513,-169.6799459,0,Ofu & Olosega,797,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00620,nSPC,2015,8547,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,SAG,-14.16618749,-169.6281971,0,Ofu & Olosega,925,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00624,nSPC,2015,8552,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,SAG,-14.16326146,-169.6648446,0,Ofu & Olosega,831,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00625,nSPC,2015,8327,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,SAG,-14.16558475,-169.629337,0,Ofu & Olosega,922,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00630,nSPC,2015,8496,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,SAG,-14.15803391,-169.6089027,0,Ofu & Olosega,961,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00631,nSPC,2015,8483,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,PAV,-14.15477252,-169.6106401,0,Ofu & Olosega,955,55502,RANDOM,AS_SANCTUARY,2015,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00651,CORALBELT_METHOD_E_F,2015,8564,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.189724,-169.66959,0,Ofu & Olosega,838,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,63,72,0,0,0,
OFU-00652,CORALBELT_METHOD_E_F,2015,8488,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.1792636,-169.6280905,0,Ofu & Olosega,935,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,66,76,0,0,0,
OFU-00655,CORALBELT_METHOD_E_F,2015,8344,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.16261664,-169.6066056,0,Ofu & Olosega,978,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,66,71,0,0,0,
OFU-00660,CORALBELT_METHOD_E_F,2015,8539,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.177977,-169.680921,0,Ofu & Olosega,795,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,63,72,0,0,0,
OFU-00661,CORALBELT_METHOD_E_F,2015,8574,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.18304325,-169.653555,0,Ofu & Olosega,862,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,65,75,0,0,0,
OFU-00667,CORALBELT_METHOD_E_F,2015,8557,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.173874,-169.685085,0,Ofu & Olosega,776,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,61,62,0,0,0,
OFU-00669,CORALBELT_METHOD_E_F,2015,8328,NA,SAMOA,Ofu & Olosega,Forereef,Deep,SAG,-14.16467532,-169.6419309,0,Ofu & Olosega,875,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,64,67,0,0,0,
OFU-00672,CORALBELT_METHOD_E_F,2015,8555,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.159351,-169.668694,0,Ofu & Olosega,816,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,69,74,0,0,0,
OFU-00686,CORALBELT_METHOD_E_F,2015,8484,NA,SAMOA,Ofu & Olosega,Forereef,Deep,SAG,-14.173137,-169.642443,0,Ofu & Olosega,885,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,64,71,0,0,0,
OFU-00692,CORALBELT_METHOD_E_F,2015,8566,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.174658,-169.64579,0,Ofu & Olosega,876,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,43,54,0,0,0,
OFU-00694,CORALBELT_METHOD_E_F,2015,8489,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.17849355,-169.6054281,0,Ofu & Olosega,1033,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,36,45,0,0,0,
OFU-00700,CORALBELT_METHOD_E_F,2015,8491,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.16316138,-169.6225929,0,Ofu & Olosega,936,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,45,48,0,0,0,
OFU-00706,CORALBELT_METHOD_E_F,2015,8540,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.181742,-169.679013,0,Ofu & Olosega,803,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,40,45,0,0,0,
OFU-00710,CORALBELT_METHOD_E_F,2015,8556,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.160125,-169.683234,0,Ofu & Olosega,702,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,36,37,0,0,0,
OFU-00712,CORALBELT_METHOD_E_F,2015,8565,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.186409,-169.66385,0,Ofu & Olosega,848,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,44,54,0,0,0,
OFU-00715,CORALBELT_METHOD_E_F,2015,8485,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.162101,-169.607308,0,Ofu & Olosega,973,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,42,50,0,0,0,
OFU-00720,CORALBELT_METHOD_E_F,2015,8486,NA,SAMOA,Ofu & Olosega,Forereef,Mid,PSC,-14.153077,-169.616097,0,Ofu & Olosega,941,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,37,40,0,0,0,
OFU-00721,CORALBELT_METHOD_E_F,2015,8330,NA,SAMOA,Ofu & Olosega,Forereef,Mid,SAG,-14.16276248,-169.663283,0,Ofu & Olosega,835,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,40,47,0,0,0,
OFU-00722,CORALBELT_METHOD_E_F,2015,8345,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.18606065,-169.6074286,0,Ofu & Olosega,1029,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,44,51,0,0,0,
OFU-00728,CORALBELT_METHOD_E_F,2015,8329,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.16425698,-169.6519034,0,Ofu & Olosega,852,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,40,48,0,0,0,
OFU-00740,CORALBELT_METHOD_E_F,2015,8577,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.19343488,-169.6139006,0,Ofu & Olosega,974,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,44,47,0,0,0,
OFU-00743,CORALBELT_METHOD_E_F,2015,8575,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.17383347,-169.6318092,0,Ofu & Olosega,922,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,40,45,0,0,0,
OFU-00744,CORALBELT_METHOD_E_F,2015,8347,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.18412326,-169.624217,0,Ofu & Olosega,946,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,16,21,0,0,0,
OFU-00750,CORALBELT_METHOD_E_F,2015,8346,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,AGR,-14.19067757,-169.6163635,0,Ofu & Olosega,964,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,40,46,0,0,0,
OFU-00751,CORALBELT_METHOD_E_F,2015,8490,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,PAV,-14.16216427,-169.6080393,0,Ofu & Olosega,969,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,17,20,0,0,0,
OFU-00760,CORALBELT_METHOD_E_F,2015,8576,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,AGR,-14.17328822,-169.6316103,0,Ofu & Olosega,922,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,15,20,0,0,0,
OFU-00761,CORALBELT_METHOD_E_F,2015,8487,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,SAG,-14.163522,-169.624126,0,Ofu & Olosega,933,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,16,21,0,0,0,
OFU-00764,CORALBELT_METHOD_E_F,2015,8331,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,AGR,-14.16269668,-169.6666443,0,Ofu & Olosega,825,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,17,21,0,0,0,
OFU-00765,CORALBELT_METHOD_E_F,2015,8541,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,AGR,-14.173784,-169.680967,0,Ofu & Olosega,793,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,17,20,0,0,0,
OFU-00781,CORALBELT_METHOD_E_F,2015,8567,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,AGR,-14.179571,-169.651591,0,Ofu & Olosega,865,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,17,22,0,0,0,
OFU-00788,nSPC,2016,9454,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.155186,-169.608037,0,Ofu & Olosega,960,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00789,CORALBELT_METHOD_E_F,2015,8558,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,AGR,-14.163892,-169.685059,0,Ofu & Olosega,688,55502,RANDOM,BENTHIC_BASIC,2015_2016,NA,NA,OFU,15,16,0,0,0,
OFU-00792,nSPC,2016,9448,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.148619,-169.612228,0,Ofu & Olosega,945,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00795,nSPC,2016,9452,NA,SAMOA,Ofu & Olosega,Forereef,Deep,RRB,-14.153189,-169.677265,0,Ofu & Olosega,776,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00800,nSPC,2016,9455,NA,SAMOA,Ofu & Olosega,Forereef,Deep,AGR,-14.163018,-169.624384,0,Ofu & Olosega,932,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00827,nSPC,2016,9458,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.157495,-169.674635,0,Ofu & Olosega,795,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00830,nSPC,2016,9442,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.153832,-169.617838,0,Ofu & Olosega,938,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00841,nSPC,2016,9446,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,SAG,-14.163099,-169.665015,0,Ofu & Olosega,831,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00853,nSPC,2016,9445,NA,SAMOA,Ofu & Olosega,Forereef,Mid,SAG,-14.165029,-169.655008,0,Ofu & Olosega,847,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00857,nSPC,2016,9449,NA,SAMOA,Ofu & Olosega,Forereef,Mid,PAV,-14.162294,-169.638115,0,Ofu & Olosega,886,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00858,nSPC,2016,9444,NA,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.161401,-169.634145,0,Ofu & Olosega,900,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00879,nSPC,2016,9443,NA,SAMOA,Ofu & Olosega,Forereef,Shallow,AGR,-14.156099,-169.617487,0,Ofu & Olosega,941,55502,RANDOM,AS_SANCTUARY,2016,UNKNOWN,NA,OFU,NA,NA,0,0,NA,
OFU-00883,nSPC,2018,11981,7/7/2018,SAMOA,Ofu & Olosega,Forereef,Deep,UNK,-14.181429,-169.652377,0,Ofu & Olosega,864,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00886,nSPC,2018,12018,7/10/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.185204,-169.676291,0,Ofu & Olosega,816,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00891,nSPC,2018,12006,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Deep,UNK,-14.183046,-169.602729,0,Ofu & Olosega,1086,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00892,nSPC,2018,12016,7/10/2018,SAMOA,Ofu & Olosega,Forereef,Deep,UNK,-14.151812,-169.680476,0,Ofu & Olosega,661,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00893,nSPC,2018,12009,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Deep,UNK,-14.164971,-169.64597,0,Ofu & Olosega,864,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00895,nSPC,2018,12021,7/10/2018,SAMOA,Ofu & Olosega,Forereef,Deep,UNK,-14.155344,-169.685832,0,Ofu & Olosega,452,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00896,nSPC,2018,12008,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Deep,UNK,-14.158066,-169.619856,0,Ofu & Olosega,937,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00902,nSPC,2018,11977,7/7/2018,SAMOA,Ofu & Olosega,Forereef,Deep,UNK,-14.190402,-169.618975,0,Ofu & Olosega,959,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00904,nSPC,2018,12001,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Deep,UNK,-14.151892,-169.609878,0,Ofu & Olosega,953,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00912,nSPC,2018,12007,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.161594,-169.607775,0,Ofu & Olosega,970,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00919,nSPC,2018,12020,7/10/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.15889,-169.672197,0,Ofu & Olosega,803,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00929,nSPC,2018,12022,7/10/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.168965,-169.68635,0,Ofu & Olosega,709,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00931,nSPC,2018,12002,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.165014,-169.625917,0,Ofu & Olosega,930,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00935,nSPC,2018,11979,7/7/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.179292,-169.627853,0,Ofu & Olosega,936,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00937,nSPC,2018,12019,7/10/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.158985,-169.682421,0,Ofu & Olosega,712,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00943,nSPC,2018,12023,7/10/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.183349,-169.677556,0,Ofu & Olosega,810,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00944,nSPC,2018,11978,7/7/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.184734,-169.623787,0,Ofu & Olosega,947,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00951,nSPC,2018,12025,7/10/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.158002,-169.6795,0,Ofu & Olosega,776,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00955,nSPC,2018,12005,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.16434,-169.650904,0,Ofu & Olosega,853,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00957,nSPC,2018,12017,7/10/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.18704,-169.674153,0,Ofu & Olosega,823,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00973,nSPC,2018,11980,7/7/2018,SAMOA,Ofu & Olosega,Forereef,Shallow,UNK,-14.172462,-169.641721,0,Ofu & Olosega,888,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00974,nSPC,2018,12010,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Shallow,UNK,-14.162772,-169.664501,0,Ofu & Olosega,832,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00977,nSPC,2018,12004,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.16117,-169.637769,0,Ofu & Olosega,886,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OFU-00981,nSPC,2018,12003,7/9/2018,SAMOA,Ofu & Olosega,Forereef,Shallow,UNK,-14.164307,-169.63256,0,Ofu & Olosega,912,55502,RANDOM,AS_SANCTUARY,2018,NA,NA,UNK,NA,NA,0,0,NA,
OLO-00001,nSPC,2008,1318,0003-04-08,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.16869,-169.60803,0,Ofu & Olosega,980,55502,HAPHAZARD,RAMP_BASIC,2008,NA,NA,OFU,NA,NA,0,0,NA,
OLO-00002,nSPC,2008,1302,NA,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.1583,-169.61903,0,Ofu & Olosega,939,55502,HAPHAZARD,RAMP_BASIC,2008,NA,NA,OFU,NA,NA,0,0,NA,
OLO-00004,nSPC,2008,1303,NA,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.18122,-169.62707,0,Ofu & Olosega,939,55502,HAPHAZARD,RAMP_BASIC,2008,NA,NA,OFU,NA,NA,0,0,NA,
OLO-00005,nSPC,2008,1304,NA,SAMOA,Ofu & Olosega,Forereef,Mid,UNK,-14.16373,-169.62435,0,Ofu & Olosega,932,55502,HAPHAZARD,RAMP_BASIC,2008,NA,NA,OFU,NA,NA,0,0,NA,
OLO-00052,nSPC,2008,1306,NA,SAMOA,Ofu & Olosega,Forereef,Deep,UNK,-14.18893,-169.62227,0,Ofu & Olosega,951,55502,RANDOM,RAMP_BASIC,2008,NA,NA,OFU,NA,NA,0,0,NA,
OLO-00203,nSPC,2010,2347,0003-10-10,SAMOA,Ofu & Olosega,Forereef,Mid,AGR,-14.19178,-169.61617,0,Ofu & Olosega,965,55502,RANDOM,RAMP_BASIC,2010,NA,NA,OFU,NA,NA,0,0,NA,
OLO-00204,nSPC,2010,2351,0003-10-10,SAMOA,Ofu & Olosega,Forereef,Mid,PAV,-14.18741,-169.62175,0,Ofu & Olosega,952,55502,RANDOM,RAMP_BASIC,2010,NA,NA,OFU,NA,NA,0,0,NA,
OLO-00207,nSPC,2010,2358,0003-11-10,SAMOA,Ofu & Olosega,Forereef,Mid,PAV,-14.15714,-169.60817,0,Ofu & Olosega,962,55502,RANDOM,RAMP_BASIC,2010,NA,NA,OFU,NA,NA,0,0,NA,
OLO-00208,nSPC,2010,2348,0003-10-10,SAMOA,Ofu & Olosega,Forereef,Deep,MIX,-14.19292,-169.60652,0,Ofu & Olosega,1060,55502,RANDOM,RAMP_BASIC,2010,NA,NA,OFU,NA,NA,0,0,NA,
OLO-00210,nSPC,2010,2364,0003-11-10,SAMOA,Ofu & Olosega,Forereef,Shallow,SAG,-14.18729,-169.62186,0,Ofu & Olosega,951,55502,RANDOM,RAMP_BASIC,2010,NA,NA,OFU,NA,NA,0,0,NA,
