,SITE,SITEVISITID,DATE_,OBS_YEAR,REGION,ISLAND,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012,MEAN_HII_40,MEAN_HII_40_ADJUSTED_BY_AREA,SITEVISITI,TUR_MEAN,TUR_SD,TUR_CLIM_M,TUR_ANOM_M,TUR_ANOM_F,SST_MEAN,SST_SD,SST_CLIM_M,SST_ANOM_M,SST_ANOM_F,PAR_MEAN,PAR_SD,PAR_CLIM_M,PAR_ANOM_M,PAR_ANOM_F,CHL_MEAN,CHL_SD,CHL_CLIM_M,CHL_ANOM_M,CHL_ANOM_F,WAVES_MEAN,WAVES_SD,WAVES_CLIM,WAVES_ANOM,WAVES_AN_1
2506,MID-04181,9144,8/13/15,2015,NWHI,Midway,Forereef,Shallow,28.202655,-177.325786,0,Midway,40,40,RANDOM,RAMP_BASIC,2015,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA,0,0,9144,0.000154,4.80E-05,0.00031,8.10E-05,0.294466,23.765593,2.693936,26.844,1.039917,0.157051,39.285327,12.316249,59.6532,3.664695,0.128623,0.08136,0.043153,0.3271,0.056754,0.061594,NA,NA,NA,NA,NA
2507,MID-04182,9131,8/12/15,2015,NWHI,Midway,Forereef,Shallow,28.265292,-177.395626,0,Midway,40,40,RANDOM,RAMP_BASIC,2015,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA,0,0,9131,0.000162,5.00E-05,0.00033,7.00E-05,0.140316,23.790206,2.747215,26.881,1.224583,0.165064,39.022926,12.303952,59.5792,4.298154,0.144928,0.093036,0.048053,0.32059,0.065048,0.052536,NA,NA,NA,NA,NA
2508,MOL-00060,3262,10/23/10,2010,MHI,Molokai,Forereef,Deep,21.07712617,-157.2545208,0,MOL_WEST,1031,1129191,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_WEST,NA,NA,NA,NA,21.76470588,15.88235294,3262,8.70E-05,5.20E-05,0.00027,6.70E-05,0.175889,25.668519,0.977683,27.394,0.141917,0.033654,44.783559,9.263496,58.2849,2.969455,0.173913,0.068498,0.023226,0.35723,0.054978,0.13587,5.867193,4.376386,9.323996,25.812298,0.125205
2509,MOL-00069,3260,10/23/10,2010,MHI,Molokai,Forereef,Mid,21.16732811,-157.2724416,0,MOL_WEST,1156,1114922,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_WEST,NA,NA,NA,NA,21.8,17.9,3260,7.70E-05,5.60E-05,0.00025,3.80E-05,0.013834,25.51037,1.002652,27.075,0.220917,0.060897,43.496031,9.402555,57.7211,3.039749,0.17029,0.099906,0.03727,0.26862,0.059425,0.057971,13.490381,20.012319,36.642689,125.812714,0.078356
2510,MOL-00074,3353,11/3/10,2010,MHI,Molokai,Forereef,Deep,21.08253032,-157.1254376,0,MOL_SOUTH,6243,1152317,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_SOUTH,NA,NA,NA,NA,23.53658537,21.29268293,3353,7.90E-05,5.30E-05,0.00032,7.80E-05,0.166008,25.587519,0.945314,27.314,0.111083,0.033654,45.170573,9.163333,57.8506,2.157189,0.163043,0.078894,0.025007,0.19661,0.052971,0.13587,6.613834,18.914336,15.154779,145.952306,0.079452
2511,MOL-00075,3261,10/23/10,2010,MHI,Molokai,Forereef,Mid,21.08174686,-157.2574898,0,MOL_WEST,1022,1127208,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_WEST,NA,NA,NA,NA,21.76470588,15.94117647,3261,8.70E-05,5.20E-05,0.00027,6.70E-05,0.175889,25.668519,0.977683,27.394,0.141917,0.033654,44.783559,9.263496,58.2849,2.969455,0.173913,0.068498,0.023226,0.35723,0.054978,0.13587,5.485741,4.019022,8.411973,23.6443,0.135616
2512,MOL-00088,3259,10/23/10,2010,MHI,Molokai,Forereef,Deep,21.19739902,-157.2590371,0,MOL_WEST,1401,1114526,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_WEST,NA,NA,NA,NA,21.8,19.9,3259,7.70E-05,5.60E-05,0.00025,3.80E-05,0.013834,25.51037,1.002652,27.075,0.220917,0.060897,43.496031,9.402555,57.7211,3.039749,0.17029,0.099906,0.03727,0.26862,0.059425,0.057971,13.509842,20.754064,39.547331,131.785529,0.078082
2513,MOL-00109,3357,11/3/10,2010,MHI,Molokai,Forereef,Deep,21.07583988,-157.0372077,0,MOL_SOUTH,6293,1169788,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_SOUTH,NA,NA,NA,NA,23.61111111,21.94444444,3357,7.00E-05,5.70E-05,0.00035,0.000112,0.158103,25.532261,0.941825,27.374,0.077667,0.017628,45.338576,9.307698,57.6904,1.436868,0.139493,0.101387,0.035499,0.43598,0.082767,0.144928,1.955889,1.561712,2.74962,9.653336,0.183014
2514,MOL-00127,3363,11/4/10,2010,MHI,Molokai,Forereef,Shallow,21.05995953,-156.9629062,0,MOL_SOUTH,6414,1174931,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_SOUTH,NA,NA,NA,NA,23.51351351,20.05405405,3363,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.502493,0.926741,27.247,0.13225,0.027244,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,0.974701,1.105013,1.94148,8.7483,0.050137
2515,MOL-00147,3362,11/4/10,2010,MHI,Molokai,Forereef,Deep,21.04873373,-156.9470755,0,MOL_SOUTH,6160,1176493,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_SOUTH,NA,NA,NA,NA,23.45714286,20.31428571,3362,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.624736,0.898047,27.061,0.215333,0.052885,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,0.803569,1.010871,1.776544,8.041173,0.04411
2516,MOL-00160,3354,11/3/10,2010,MHI,Molokai,Forereef,Mid,21.0827687,-157.0581555,0,MOL_SOUTH,6216,1165379,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_SOUTH,NA,NA,NA,NA,23.14634146,20.65853659,3354,7.20E-05,5.80E-05,0.00035,0.000119,0.148221,25.562152,0.943312,27.277,0.136333,0.033654,45.242703,9.130459,57.4278,1.796673,0.168478,0.092476,0.03473,0.41941,0.084412,0.146739,8.381033,5.428458,11.551778,4.031715,0.530137
2517,MOL-00166,3364,11/4/10,2010,MHI,Molokai,Forereef,Deep,21.05781033,-156.9737712,0,MOL_SOUTH,6378,1174432,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_SOUTH,NA,NA,NA,NA,23.62162162,20.40540541,3364,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.502493,0.926741,27.247,0.13225,0.027244,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,1.016082,1.079885,1.83896,8.520053,0.066301
2518,MOL-00170,5172,9/7/12,2012,MHI,Molokai,Forereef,Deep,21.18048425,-156.8019791,0,MOL_PALI,1448,1173981,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_PALI,NA,NA,NA,NA,20.33333333,16.72222222,5172,7.80E-05,5.40E-05,0.00032,0.000101,0.166008,25.260349,0.953494,26.546,0.41275,0.096154,43.173145,9.518774,58.0057,2.920718,0.125,0.081062,0.03009,0.25931,0.07111,0.074275,27.343565,33.555025,72.136392,197.825483,0.075616
2519,MOL-00171,5180,9/7/12,2012,MHI,Molokai,Forereef,Deep,21.16375909,-156.7278998,0,MOL_PALI,1285,1176998,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_PALI,NA,NA,NA,NA,25.31578947,14.31578947,5180,0.000105,5.50E-05,0.00032,0.000114,0.215415,25.285654,0.972178,26.65,0.286667,0.088141,43.999608,9.464063,57.6628,2.803778,0.157609,0.088738,0.026215,0.21731,0.042742,0.132246,23.62723,23.035575,52.270012,127.518525,0.08411
2520,MOL-00172,5183,9/7/12,2012,MHI,Molokai,Forereef,Deep,21.16536213,-156.9020813,0,MOL_PALI,6362,1170051,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_PALI,NA,NA,NA,NA,23.05714286,21.25714286,5183,6.00E-05,4.80E-05,0.00027,0.000104,0.146245,25.250301,0.948145,26.381,0.49625,0.126603,43.133697,9.641851,58.117,2.935282,0.137681,0.084175,0.030457,0.30279,0.061136,0.065217,20.928627,25.595871,51.147798,153.748677,0.086027
2521,MOL-00176,5174,9/7/12,2012,MHI,Molokai,Forereef,Mid,21.16954386,-156.8449286,0,MOL_PALI,4375,1173307,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_PALI,NA,NA,NA,NA,22.03846154,19.76923077,5174,6.70E-05,6.40E-05,0.00077,0.000127,0.086957,25.260349,0.953494,26.546,0.41275,0.096154,43.098821,9.555749,58.4476,3.251083,0.128623,0.079969,0.038309,0.5465,0.091914,0.056159,19.872089,25.877121,53.247713,147.810779,0.079726
2522,MOL-00177,5185,9/7/12,2012,MHI,Molokai,Forereef,Mid,21.1887737,-156.9479494,0,MOL_PALI,6355,1157886,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_PALI,Kalaupapa National Historical Park,1980,Fished,NA,23.61764706,22.70588235,5185,6.00E-05,4.80E-05,0.00027,0.000104,0.146245,25.250301,0.948145,26.381,0.49625,0.126603,43.133697,9.641851,58.117,2.935282,0.137681,0.084175,0.030457,0.30279,0.061136,0.065217,18.440535,16.801208,35.655036,93.733902,0.105205
2523,MOL-00178,5182,9/7/12,2012,MHI,Molokai,Forereef,Mid,21.17599499,-156.8209477,0,MOL_PALI,1796,1173767,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_PALI,NA,NA,NA,NA,22,18.86363636,5182,7.80E-05,5.40E-05,0.00032,0.000101,0.166008,25.260349,0.953494,26.546,0.41275,0.096154,43.173145,9.518774,58.0057,2.920718,0.125,0.081062,0.03009,0.25931,0.07111,0.074275,24.949606,37.170703,71.000973,214.295879,0.073973
2524,MOL-00179,5171,9/7/12,2012,MHI,Molokai,Forereef,Mid,21.17483829,-156.8092223,0,MOL_PALI,1618,1174038,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_PALI,NA,NA,NA,NA,22,16.09090909,5171,7.80E-05,5.40E-05,0.00032,0.000101,0.166008,25.260349,0.953494,26.546,0.41275,0.096154,43.173145,9.518774,58.0057,2.920718,0.125,0.081062,0.03009,0.25931,0.07111,0.074275,27.818938,34.649429,74.299235,206.475075,0.075342
2525,MOL-00180,5179,9/7/12,2012,MHI,Molokai,Forereef,Mid,21.16858103,-156.9073026,0,MOL_PALI,6436,1168890,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_PALI,NA,NA,NA,NA,23.05714286,22.14285714,5179,6.00E-05,4.80E-05,0.00027,0.000104,0.146245,25.250301,0.948145,26.381,0.49625,0.126603,43.133697,9.641851,58.117,2.935282,0.137681,0.084175,0.030457,0.30279,0.061136,0.065217,18.818166,21.973238,43.958073,129.61154,0.087397
2526,MOL-00183,5178,9/7/12,2012,MHI,Molokai,Forereef,Shallow,21.16966112,-156.7352138,0,MOL_PALI,1089,1176565,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_PALI,NA,NA,NA,NA,22.4,14.33333333,5178,0.000105,5.50E-05,0.00032,0.000114,0.215415,25.285654,0.972178,26.65,0.286667,0.088141,43.999608,9.464063,57.6628,2.803778,0.157609,0.088738,0.026215,0.21731,0.042742,0.132246,26.298948,26.249649,59.705169,147.196653,0.080822
2527,MOL-00200,5212,9/10/12,2012,MHI,Molokai,Forereef,Deep,21.03299922,-156.8621916,0,MOL_SOUTH,4408,1182250,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_SOUTH,NA,NA,NA,NA,26.42105263,15.78947368,5212,5.90E-05,5.40E-05,0.00031,0.000113,0.209486,25.576028,0.917666,27.153,0.202083,0.040064,45.237463,9.416505,57.4305,1.550555,0.168478,0.099323,0.029144,0.31905,0.058006,0.068841,2.041115,1.358356,2.573202,4.914426,0.269863
2528,MOL-00201,5215,9/10/12,2012,MHI,Molokai,Forereef,Deep,21.04457488,-156.9315406,0,MOL_SOUTH,5900,1178180,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_SOUTH,NA,NA,NA,NA,23.86111111,18.97222222,5215,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.624736,0.898047,27.061,0.215333,0.052885,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,0.669185,0.939506,1.632708,7.552013,0.042192
2529,MOL-00202,5216,9/10/12,2012,MHI,Molokai,Forereef,Deep,21.04869433,-156.9475229,0,MOL_SOUTH,6166,1176480,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_SOUTH,NA,NA,NA,NA,23.45714286,20.37142857,5216,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.624736,0.898047,27.061,0.215333,0.052885,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,0.851105,1.066921,1.864384,8.533266,0.044658
2530,MOL-00203,5220,9/10/12,2012,MHI,Molokai,Forereef,Deep,21.07768532,-157.0436068,0,MOL_SOUTH,6246,1169030,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_SOUTH,NA,NA,NA,NA,23,21.07894737,5220,7.20E-05,5.80E-05,0.00035,0.000119,0.148221,25.532261,0.941825,27.374,0.077667,0.017628,45.242703,9.130459,57.4278,1.796673,0.168478,0.092476,0.03473,0.41941,0.084412,0.146739,1.731337,1.399115,2.437832,8.538362,0.185753
2531,MOL-00204,5223,9/10/12,2012,MHI,Molokai,Forereef,Mid,21.04197758,-156.9131085,0,MOL_SOUTH,5422,1179046,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_SOUTH,NA,NA,NA,NA,23.86111111,18.80555556,5223,5.90E-05,5.40E-05,0.00031,0.000113,0.209486,25.624736,0.898047,27.061,0.215333,0.052885,45.237463,9.416505,57.4305,1.550555,0.168478,0.099323,0.029144,0.31905,0.058006,0.068841,0.758163,1.102923,1.984189,8.503431,0.044658
2532,MOL-00205,5218,9/10/12,2012,MHI,Molokai,Forereef,Mid,21.07055375,-157.0127789,0,MOL_SOUTH,6190,1171961,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_SOUTH,NA,NA,NA,NA,23.86111111,21.41666667,5218,7.00E-05,5.70E-05,0.00035,0.000112,0.158103,25.532261,0.941825,27.374,0.077667,0.017628,45.338576,9.307698,57.6904,1.436868,0.139493,0.101387,0.035499,0.43598,0.082767,0.144928,1.304155,1.100471,1.773041,8.00627,0.185205
2533,MOL-00206,5214,9/10/12,2012,MHI,Molokai,Forereef,Mid,21.03416481,-156.8863096,0,MOL_SOUTH,4852,1181301,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_SOUTH,NA,NA,NA,NA,24.61111111,18.88888889,5214,5.90E-05,5.40E-05,0.00031,0.000113,0.209486,25.576028,0.917666,27.153,0.202083,0.040064,45.237463,9.416505,57.4305,1.550555,0.168478,0.099323,0.029144,0.31905,0.058006,0.068841,0.930492,1.37139,2.489031,10.772196,0.048767
2534,MOL-00207,5213,9/10/12,2012,MHI,Molokai,Forereef,Mid,21.03276629,-156.872401,0,MOL_SOUTH,4572,1181895,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_SOUTH,NA,NA,NA,NA,24.66666667,16.63888889,5213,5.90E-05,5.40E-05,0.00031,0.000113,0.209486,25.576028,0.917666,27.153,0.202083,0.040064,45.237463,9.416505,57.4305,1.550555,0.168478,0.099323,0.029144,0.31905,0.058006,0.068841,0.808211,1.125581,1.71229,8.200194,0.041644
2535,MOL-00208,5217,9/10/12,2012,MHI,Molokai,Forereef,Mid,21.05826169,-156.9695829,0,MOL_SOUTH,6397,1174621,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_SOUTH,NA,NA,NA,NA,23.31578947,19.73684211,5217,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.502493,0.926741,27.247,0.13225,0.027244,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,0.899238,0.984294,1.680216,7.786902,0.060822
2536,MOL-00209,5219,9/10/12,2012,MHI,Molokai,Forereef,Shallow,21.08050407,-157.0402523,0,MOL_SOUTH,6252,1169010,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_SOUTH,NA,NA,NA,NA,23.40540541,21.51351351,5219,7.00E-05,5.70E-05,0.00035,0.000112,0.158103,25.532261,0.941825,27.374,0.077667,0.017628,45.338576,9.307698,57.6904,1.436868,0.139493,0.101387,0.035499,0.43598,0.082767,0.144928,12.937114,24.342328,27.042796,57.556125,0.155616
2537,MOL-00210,5221,9/10/12,2012,MHI,Molokai,Forereef,Shallow,21.0839394,-157.07441,0,MOL_SOUTH,6207,1161297,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_SOUTH,NA,NA,NA,NA,23.14634146,21.43902439,5221,7.20E-05,5.80E-05,0.00035,0.000119,0.148221,25.562152,0.943312,27.277,0.136333,0.033654,45.242703,9.130459,57.4278,1.796673,0.168478,0.092476,0.03473,0.41941,0.084412,0.146739,2.219128,2.659177,3.45789,24.277777,0.173699
2538,MOL-00211,5225,9/10/12,2012,MHI,Molokai,Forereef,Shallow,21.05840611,-156.9517439,0,MOL_SOUTH,6355,1175474,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_SOUTH,NA,NA,NA,NA,23.61111111,20.13888889,5225,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.502493,0.926741,27.247,0.13225,0.027244,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,0.794235,0.933556,1.608128,7.456054,0.050411
2539,MOL-00212,5224,9/10/12,2012,MHI,Molokai,Forereef,Shallow,21.04534509,-156.9208832,0,MOL_SOUTH,5729,1178499,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_SOUTH,NA,NA,NA,NA,23.18181818,20.18181818,5224,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.624736,0.898047,27.061,0.215333,0.052885,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,0.509324,0.656424,1.189602,5.399446,0.04411
2540,MOL-00214,5229,9/10/12,2012,MHI,Molokai,Forereef,Shallow,21.06706629,-156.9921741,0,MOL_SOUTH,6292,1172866,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_SOUTH,NA,NA,NA,NA,23.68571429,22.14285714,5229,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.502493,0.926741,27.247,0.13225,0.027244,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,1.021163,0.943144,1.491965,7.241743,0.140548
2541,MOL-00216,5176,9/7/12,2012,MHI,Molokai,Forereef,Deep,21.17841694,-156.8069219,0,MOL_PALI,1545,1173964,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_PALI,NA,NA,NA,NA,21.3,16.6,5176,7.80E-05,5.40E-05,0.00032,0.000101,0.166008,25.260349,0.953494,26.546,0.41275,0.096154,43.173145,9.518774,58.0057,2.920718,0.125,0.081062,0.03009,0.25931,0.07111,0.074275,27.818938,34.649429,74.299235,206.475075,0.075342
2542,MOL-00218,5184,9/7/12,2012,MHI,Molokai,Forereef,Deep,21.17104816,-156.9132464,0,MOL_PALI,6504,1167825,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_PALI,Kalaupapa National Historical Park,1980,Fished,NA,22.86111111,21.61111111,5184,6.00E-05,4.80E-05,0.00027,0.000104,0.146245,25.250301,0.948145,26.381,0.49625,0.126603,43.133697,9.641851,58.117,2.935282,0.137681,0.084175,0.030457,0.30279,0.061136,0.065217,20.607504,22.824202,46.476083,130.068628,0.086849
2543,MOL-00219,5177,9/7/12,2012,MHI,Molokai,Forereef,Deep,21.167987,-156.8759834,0,MOL_PALI,5903,1171389,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_PALI,NA,NA,NA,NA,23.15625,20,5177,6.00E-05,4.80E-05,0.00027,0.000104,0.146245,25.235657,0.939995,26.548,0.369,0.089744,43.133697,9.641851,58.117,2.935282,0.137681,0.084175,0.030457,0.30279,0.061136,0.065217,19.244357,21.302037,45.310076,110.691635,0.088219
2544,MOL-00225,5170,9/7/12,2012,MHI,Molokai,Forereef,Mid,21.16696642,-156.8543447,0,MOL_PALI,5134,1173046,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_PALI,NA,NA,NA,NA,22.03846154,20.80769231,5170,6.70E-05,6.40E-05,0.00077,0.000127,0.086957,25.235657,0.939995,26.548,0.369,0.089744,43.098821,9.555749,58.4476,3.251083,0.128623,0.079969,0.038309,0.5465,0.091914,0.056159,26.671549,39.552907,77.154219,237.816172,0.072329
2545,MOL-00226,5173,9/7/12,2012,MHI,Molokai,Forereef,Shallow,21.16588541,-156.8739282,0,MOL_PALI,5863,1171680,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_PALI,NA,NA,NA,NA,22.83333333,21.13333333,5173,6.70E-05,6.40E-05,0.00077,0.000127,0.086957,25.235657,0.939995,26.548,0.369,0.089744,43.098821,9.555749,58.4476,3.251083,0.128623,0.079969,0.038309,0.5465,0.091914,0.056159,23.079202,29.185197,59.094768,170.751159,0.08274
2546,MOL-00227,5175,9/7/12,2012,MHI,Molokai,Forereef,Shallow,21.17580506,-156.7534401,0,MOL_PALI,1061,1175209,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_PALI,NA,NA,NA,NA,21.14285714,10.35714286,5175,8.50E-05,5.20E-05,0.00026,0.000101,0.201581,25.260015,0.966934,26.461,0.410333,0.108974,43.556297,9.576806,57.9998,2.419733,0.130435,0.079917,0.025434,0.18921,0.048853,0.086957,28.401198,30.356888,68.458191,172.983401,0.07726
2547,MOL-00246,5227,9/10/12,2012,MHI,Molokai,Forereef,Deep,21.06146366,-156.9837209,0,MOL_SOUTH,6338,1173447,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_SOUTH,NA,NA,NA,NA,23.68571429,21.97142857,5227,7.10E-05,8.10E-05,0.00093,0.00017,0.12253,25.502493,0.926741,27.247,0.13225,0.027244,45.220698,9.372036,57.5989,1.391656,0.128623,0.120053,0.046524,0.48855,0.096397,0.086957,1.171112,1.165661,1.993218,9.109733,0.076986
2548,MOL-00249,5231,9/10/12,2012,MHI,Molokai,Forereef,Mid,21.07847532,-157.0364815,0,MOL_SOUTH,6308,1169551,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_SOUTH,NA,NA,NA,NA,23.61111111,21.94444444,5231,7.00E-05,5.70E-05,0.00035,0.000112,0.158103,25.532261,0.941825,27.374,0.077667,0.017628,45.338576,9.307698,57.6904,1.436868,0.139493,0.101387,0.035499,0.43598,0.082767,0.144928,1.955889,1.561712,2.74962,9.653336,0.183014
2549,MOL-00258,5230,9/10/12,2012,MHI,Molokai,Forereef,Shallow,21.07132908,-157.0160745,0,MOL_SOUTH,6165,1171708,RANDOM,RAMP_BASIC,2011.1,ForereefShallow,MOL_SOUTH,NA,NA,NA,NA,23.86111111,21.47222222,5230,7.00E-05,5.70E-05,0.00035,0.000112,0.158103,25.532261,0.941825,27.374,0.077667,0.017628,45.338576,9.307698,57.6904,1.436868,0.139493,0.101387,0.035499,0.43598,0.082767,0.144928,1.304155,1.100471,1.773041,8.00627,0.185205
2550,MOL-00335,5160,9/6/12,2012,MHI,Molokai,Forereef,Deep,21.13264672,-157.3101006,0,MOL_WEST,693,1114702,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_WEST,NA,NA,NA,NA,20.5,20.08333333,5160,7.70E-05,5.60E-05,0.00025,3.80E-05,0.013834,25.622295,0.989515,27.474,0.115083,0.025641,43.496031,9.402555,57.7211,3.039749,0.17029,0.099906,0.03727,0.26862,0.059425,0.057971,18.114958,23.801108,45.525429,143.280831,0.08137
2551,MOL-00336,5165,9/6/12,2012,MHI,Molokai,Forereef,Deep,21.14830051,-157.2999522,0,MOL_WEST,782,1114581,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_WEST,NA,NA,NA,NA,20.15384615,19.07692308,5165,7.70E-05,5.60E-05,0.00025,3.80E-05,0.013834,25.582598,0.975938,27.543,0.06775,0.020833,43.496031,9.402555,57.7211,3.039749,0.17029,0.099906,0.03727,0.26862,0.059425,0.057971,15.754245,19.967013,39.139775,117.898324,0.084384
2552,MOL-00337,5154,9/6/12,2012,MHI,Molokai,Forereef,Deep,21.16783529,-157.2817954,0,MOL_WEST,1031,1114579,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_WEST,NA,NA,NA,NA,21.72222222,17.16666667,5154,7.70E-05,5.60E-05,0.00025,3.80E-05,0.013834,25.51037,1.002652,27.075,0.220917,0.060897,43.496031,9.402555,57.7211,3.039749,0.17029,0.099906,0.03727,0.26862,0.059425,0.057971,14.787815,20.218497,39.283963,116.21605,0.085479
2553,MOL-00338,5167,9/6/12,2012,MHI,Molokai,Forereef,Deep,21.12725456,-157.3078998,0,MOL_WEST,694,1115025,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_WEST,NA,NA,NA,NA,20.5,20.08333333,5167,7.70E-05,5.60E-05,0.00025,3.80E-05,0.013834,25.622295,0.989515,27.474,0.115083,0.025641,43.496031,9.402555,57.7211,3.039749,0.17029,0.099906,0.03727,0.26862,0.059425,0.057971,16.430478,21.794334,41.317681,128.931389,0.08274
2554,MOL-00339,5163,9/6/12,2012,MHI,Molokai,Forereef,Deep,21.16681672,-157.2798926,0,MOL_WEST,1055,1114653,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_WEST,NA,NA,NA,NA,21.72222222,17.72222222,5163,7.70E-05,5.60E-05,0.00025,3.80E-05,0.013834,25.51037,1.002652,27.075,0.220917,0.060897,43.496031,9.402555,57.7211,3.039749,0.17029,0.099906,0.03727,0.26862,0.059425,0.057971,14.098652,19.378035,37.462277,117.652667,0.084658
2555,MOL-00340,5166,9/6/12,2012,MHI,Molokai,Forereef,Deep,21.13831104,-157.3089883,0,MOL_WEST,696,1114584,RANDOM,RAMP_BASIC,2011.1,ForereefDeep,MOL_WEST,NA,NA,NA,NA,20.15384615,18.53846154,5166,7.70E-05,5.60E-05,0.00025,3.80E-05,0.013834,25.622295,0.989515,27.474,0.115083,0.025641,43.496031,9.402555,57.7211,3.039749,0.17029,0.099906,0.03727,0.26862,0.059425,0.057971,18.257441,23.401935,45.322213,141.525266,0.08137
2556,MOL-00341,5164,9/6/12,2012,MHI,Molokai,Forereef,Mid,21.14505521,-157.2923449,0,MOL_WEST,865,1114973,RANDOM,RAMP_BASIC,2011.1,ForereefMid,MOL_WEST,NA,NA,NA,NA,20.15384615,19.38461538,5164,7.70E-05,5.60E-05,0.00025,3.80E-05,0.013834,25.582598,0.975938,27.543,0.06775,0.020833,43.496031,9.402555,57.7211,3.039749,0.17029,0.099906,0.03727,0.26862,0.059425,0.057971,14.061471,18.909806,36.345566,118.757648,0.081918
