SITEVISITID,ROUNDID,MISSIONID,REGION,ISLAND,SEC_NAME,REEF_ZONE,DEPTH_BIN,new_MIN_DEPTH_M,new_MAX_DEPTH_M,SITE,OLD_SITE,OCC_SITEID,LATITUDE_SV,LONGITUDE_SV,LATITUDE_LOV,LONGITUDE_LOV,OBS_YEAR,ANALYSIS_YEAR,DATE_,HABITAT_CODE,EXCLUDE_FLAG,CLIMATE_STATION_YN,PERM_SITE,TRANSECT_PHOTOS,PHOTOMOSAIC_YN,benth,fish,arms_d,arms_r,cau_d,cau_r,microb,ARMS,Benthic,CAU,Fish,Oceanography,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,bANALYSIS_SCHEME,TUT2012,OTHER_AREA_GROUPING,SPECIAL_PROJ_YN,SPECIAL_PROJ_DESCRIPTION
38543,181,RA2201_LEG4,MARIAN,Guam,GUA_PITI_BOMB,Forereef,Mid,13.41054557,14.62968607,GUA-02774,GUA-2774,NA,13.479698,144.699349,13.479698,144.699349,2022,2022,05/10/2022 10.57.42,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38544,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,6.400487656,7.314843036,GUA-02692,GUA-2692,NA,13.46439,144.6768,13.46439,144.6768,2022,2022,05/10/2022 12.20.00,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38545,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,3.962206644,6.09570253,GUA-02688,GUA-2688,NA,13.467973,144.647385,13.467973,144.647385,2022,2022,05/10/2022 14.37.20,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38560,181,RA2201_LEG4,MARIAN,Guam,GUA_PATI_POINT,Forereef,Deep,24.07802499,24.99238037,GUA-02745,GUA-2745,NA,13.614547,144.907654,13.614547,144.907654,2022,2022,05/11/2022 11.03.38,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38561,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,9.143553795,11.88661993,GUA-02681,GUA-2681,NA,13.652454,144.874849,13.652454,144.874849,2022,2022,05/11/2022 12.28.45,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38562,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,4.571776897,6.705272783,GUA-02740,GUA-2740,NA,13.654324,144.854606,13.654324,144.854606,2022,2022,05/11/2022 13.56.31,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38563,181,RA2201_LEG4,MARIAN,Guam,GUA_PATI_POINT,Forereef,Deep,19.5062481,19.81103322,GUA-02744,GUA-2744,NA,13.604377,144.921127,13.604377,144.921127,2022,2022,05/11/2022 11.07.10,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38564,181,RA2201_LEG4,MARIAN,Guam,GUA_PATI_POINT,Forereef,Mid,11.27704968,12.19140506,GUA-02702,GUA-2702,NA,13.601985,144.934492,13.601985,144.934492,2022,2022,05/11/2022 12.19.23,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38565,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Shallow,5.486132277,6.705272783,GUA-02684,GUA-2684,NA,13.633916,144.89092,13.633916,144.89092,2022,2022,05/11/2022 13.58.56,SAG,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38580,181,RA2201_LEG4,MARIAN,Guam,GUA_TUMON,Forereef,Deep,21.63974398,22.24931423,GUA-02751,GUA-2751,NA,13.512508,144.794288,13.512508,144.794288,2022,2022,05/12/2022 09.35.49,AGR,0,-1,NA,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38581,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,16.45839683,17.37275221,GUA-02735,GUA-2735,NA,13.504738,144.770644,13.504738,144.770644,2022,2022,05/12/2022 11.03.46,PAV,0,-1,NA,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38582,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,4.266991771,4.571776897,GUA-02701,GUA-2701,NA,13.564825,144.818855,13.564825,144.818855,2022,2022,05/12/2022 12.54.39,AGR,0,-1,NA,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38583,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,3.352636391,3.657421518,GUA-02650,GUA-2650,NA,13.569112,144.8213,13.569112,144.8213,2022,2022,05/12/2022 14.05.46,AGR,0,-1,NA,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38584,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Deep,19.5062481,21.33495885,GUA-02780,GUA-2780,NA,13.631674,144.838595,13.631674,144.838595,2022,2022,05/12/2022 09.17.57,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38585,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,14.9344712,16.1536117,GUA-02783,GUA-2783,NA,13.610865,144.833072,13.610865,144.833072,2022,2022,05/12/2022 10.38.25,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38586,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,12.19140506,13.41054557,GUA-02734,GUA-2734,NA,13.600759,144.831362,13.600759,144.831362,2022,2022,05/12/2022 12.20.01,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38587,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,1.828710759,5.18134715,GUA-02784,GUA-2784,NA,13.593838,144.836064,13.593838,144.836064,2022,2022,05/12/2022 14.07.44,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38600,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Deep,18.59189272,19.20146297,GUA-02758,GUA-2758,NA,13.469747,144.859791,13.469747,144.859791,2022,2022,05/13/2022 10.10.33,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38601,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,6.705272783,8.229198415,GUA-02726,GUA-2726,NA,13.477824,144.865405,13.477824,144.865405,2022,2022,05/13/2022 11.32.50,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38620,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Deep,22.85888449,24.38281012,GUA-02767,GUA-2767,NA,13.439638,144.820239,13.439638,144.820239,2022,2022,05/13/2022 09.28.51,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38621,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,13.71533069,15.54404145,GUA-02699,GUA-2699,NA,13.504933,144.894183,13.504933,144.894183,2022,2022,05/13/2022 11.11.30,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38622,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,15.54404145,16.45839683,GUA-02720,GUA-2720,NA,13.527454,144.931278,13.527454,144.931278,2022,2022,05/13/2022 13.08.21,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38623,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Shallow,4.571776897,5.790917403,GUA-02677,GUA-2677,NA,13.486052,144.873026,13.486052,144.873026,2022,2022,05/13/2022 14.45.52,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38640,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Deep,18.89667784,19.81103322,GUA-02762,GUA-2762,NA,13.301457,144.775395,13.301457,144.775395,2022,2022,05/14/2022 11.12.32,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38641,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Deep,18.59189272,20.7253886,GUA-02768,GUA-2768,NA,13.28509,144.766998,13.28509,144.766998,2022,2022,05/14/2022 12.36.44,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38642,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,9.753124048,10.05790917,GUA-02727,GUA-2727,NA,13.249366,144.737206,13.249366,144.737206,2022,2022,05/14/2022 14.07.40,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38643,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Deep,21.03017373,21.63974398,GUA-02769,GUA-2769,NA,13.399635,144.784924,13.399635,144.784924,2022,2022,05/14/2022 10.17.13,PAV,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38644,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,10.3626943,11.27704968,GUA-02723,GUA-2723,NA,13.376485,144.77769,13.376485,144.77769,2022,2022,05/14/2022 11.32.01,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38645,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,11.27704968,11.58183481,GUA-02728,GUA-2728,NA,13.395917,144.782134,13.395917,144.782134,2022,2022,05/14/2022 13.04.28,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38646,181,RA2201_LEG4,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Shallow,5.18134715,5.790917403,GUA-02653,GUA-2653,NA,13.426338,144.806399,13.426338,144.806399,2022,2022,05/14/2022 14.46.00,PAV,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38660,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Deep,21.63974398,22.55409936,TIN-00883,TIN-883,NA,15.072696,145.657613,15.072696,145.657613,2022,2022,05/15/2022 09.39.43,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38661,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Mid,16.45839683,17.37275221,TIN-00849,TIN-849,NA,15.048234,145.651459,15.048234,145.651459,2022,2022,05/15/2022 10.59.10,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38662,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Mid,9.753124048,10.97226455,TIN-00855,TIN-855,NA,15.030392,145.65221,15.030392,145.65221,2022,2022,05/15/2022 12.06.17,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38663,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Shallow,4.571776897,6.09570253,TIN-00896,TIN-896,NA,15.019766,145.658985,15.019766,145.658985,2022,2022,05/15/2022 14.19.08,AGR,0,-1,NA,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38664,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Deep,23.77323987,24.99238037,TIN-00903,TIN-903,NA,15.004863,145.675257,15.004863,145.675257,2022,2022,05/15/2022 09.53.05,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38665,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Deep,19.81103322,20.7253886,TIN-00891,TIN-891,NA,14.976049,145.665167,14.976049,145.665167,2022,2022,05/15/2022 10.58.51,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38666,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Mid,13.71533069,15.23925632,TIN-00846,TIN-846,NA,14.955508,145.664356,14.955508,145.664356,2022,2022,05/15/2022 12.31.27,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38667,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Mid,6.09570253,7.010057909,TIN-00838,TIN-838,NA,14.941167,145.652918,14.941167,145.652918,2022,2022,05/15/2022 14.06.21,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38680,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Deep,19.20146297,19.81103322,SAI-01888,SAI-1888,NA,15.173064,145.791975,15.173064,145.791975,2022,2022,05/16/2022 09.16.36,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38681,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,7.010057909,8.533983542,SAI-01915,SAI-1915,NA,15.15,145.787485,15.15,145.787485,2022,2022,05/16/2022 10.37.13,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38682,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,10.3626943,12.19140506,SAI-01916,SAI-1916,NA,15.159922,145.766053,15.159922,145.766053,2022,2022,05/16/2022 12.16.58,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38683,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Shallow,2.133495885,2.743066138,SAI-01838,SAI-1838,NA,15.152743,145.748857,15.152743,145.748857,2022,2022,05/16/2022 13.35.45,SAG,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38684,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Deep,22.85888449,25.90673575,SAI-01921,SAI-1921,NA,15.145576,145.747041,15.145576,145.747041,2022,2022,05/16/2022 08.55.30,SAG,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38685,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,9.143553795,9.753124048,SAI-01918,SAI-1918,NA,15.124252,145.753057,15.124252,145.753057,2022,2022,05/16/2022 10.13.30,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38686,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,13.10576044,13.71533069,SAI-01920,SAI-1920,NA,15.094726,145.752328,15.094726,145.752328,2022,2022,05/16/2022 12.01.55,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38687,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Shallow,3.657421518,4.266991771,SAI-01909,SAI-1909,NA,15.104457,145.734591,15.104457,145.734591,2022,2022,05/16/2022 13.33.50,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38700,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Deep,22.24931423,23.16366961,SAI-01883,SAI-1883,NA,15.200966,145.782855,15.200966,145.782855,2022,2022,05/17/2022 09.52.05,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38701,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,10.05790917,12.19140506,SAI-01848,SAI-1848,NA,15.257755,145.814669,15.257755,145.814669,2022,2022,05/17/2022 11.27.37,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38702,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,11.58183481,12.80097531,SAI-01884,SAI-1884,NA,15.272446,145.788958,15.272446,145.788958,2022,2022,05/17/2022 13.22.25,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38703,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Shallow,3.047851265,4.876562024,SAI-01828,SAI-1828,NA,15.255131,145.743974,15.255131,145.743974,2022,2022,05/17/2022 14.42.17,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38704,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Deep,19.81103322,22.85888449,SAI-01906,SAI-1906,NA,15.268697,145.831897,15.268697,145.831897,2022,2022,05/17/2022 09.51.51,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38705,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,17.37275221,17.67753734,SAI-01882,SAI-1882,NA,15.2811,145.80037,15.2811,145.80037,2022,2022,05/17/2022 10.57.30,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38706,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,12.49619019,13.41054557,SAI-01843,SAI-1843,NA,15.261448,145.774449,15.261448,145.774449,2022,2022,05/17/2022 13.30.38,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38707,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Shallow,2.438281012,3.047851265,SAI-01820,SAI-1820,NA,15.252987,145.761916,15.252987,145.761916,2022,2022,05/17/2022 15.05.06,SAG,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38720,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Deep,18.59189272,21.03017373,PAG-01323,PAG-1323,NA,18.088324,145.738746,18.088324,145.738746,2022,2022,05/19/2022 09.30.37,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38721,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Mid,11.58183481,15.23925632,PAG-01278,PAG-1278,NA,18.099024,145.752808,18.099024,145.752808,2022,2022,05/19/2022 10.58.54,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38722,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Mid,7.010057909,8.229198415,PAG-01273,PAG-1273,NA,18.123748,145.756369,18.123748,145.756369,2022,2022,05/19/2022 12.18.33,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38723,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Shallow,4.876562024,5.486132277,PAG-01266,PAG-1266,NA,18.142813,145.75852,18.142813,145.75852,2022,2022,05/19/2022 13.40.54,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38724,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Deep,24.07802499,26.82109113,PAG-01313,PAG-1313,NA,18.042136,145.705959,18.042136,145.705959,2022,2022,05/19/2022 09.37.59,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38725,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Mid,16.45839683,17.06796708,PAG-01301,PAG-1301,NA,18.049332,145.706191,18.049332,145.706191,2022,2022,05/19/2022 11.05.02,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38726,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Mid,9.143553795,10.05790917,PAG-01288,PAG-1288,NA,18.059267,145.710993,18.059267,145.710993,2022,2022,05/19/2022 12.39.40,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38727,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Shallow,3.962206644,5.486132277,PAG-01253,PAG-1253,NA,18.080695,145.720098,18.080695,145.720098,2022,2022,05/19/2022 13.56.45,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38740,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Deep,16.45839683,20.42060347,PAG-01316,PAG-1316,NA,18.104861,145.785961,18.104861,145.785961,2022,2022,05/20/2022 09.09.27,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38741,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Mid,13.71533069,15.54404145,PAG-01298,PAG-1298,NA,18.089328,145.758905,18.089328,145.758905,2022,2022,05/20/2022 10.29.21,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38742,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Mid,14.9344712,18.28710759,PAG-01286,PAG-1286,NA,18.060236,145.742535,18.060236,145.742535,2022,2022,05/20/2022 12.25.26,ROB,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38743,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Shallow,5.790917403,7.314843036,PAG-01258,PAG-1258,NA,18.054842,145.735584,18.054842,145.735584,2022,2022,05/20/2022 13.43.46,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38744,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Deep,22.24931423,22.85888449,PAG-01309,PAG-1309,NA,18.16976,145.790484,18.16976,145.790484,2022,2022,05/20/2022 10.07.56,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38745,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Deep,19.20146297,19.81103322,PAG-01326,PAG-1326,NA,18.147597,145.811663,18.147597,145.811663,2022,2022,05/20/2022 12.21.34,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38746,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Mid,16.1536117,21.03017373,PAG-01274,PAG-1274,NA,18.111985,145.802126,18.111985,145.802126,2022,2022,05/20/2022 14.00.07,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38747,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Shallow,4.571776897,5.18134715,PAG-01272,PAG-1272,NA,18.102034,145.798057,18.102034,145.798057,2022,2022,05/20/2022 15.09.27,ROB,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38760,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Deep,18.89667784,20.42060347,MAU-01258,MAU-1258,NA,20.02366,145.238393,20.02366,145.238393,2022,2022,05/21/2022 09.38.41,RRB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38761,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Deep,19.20146297,19.81103322,MAU-01273,MAU-1273,NA,20.016941,145.238333,20.016941,145.238333,2022,2022,05/21/2022 11.32.46,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38762,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,16.45839683,17.98232246,MAU-01246,MAU-1246,NA,20.013277,145.234202,20.013277,145.234202,2022,2022,05/21/2022 12.52.35,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38763,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,12.19140506,14.9344712,MAU-01223,MAU-1223,NA,20.014172,145.227324,20.014172,145.227324,2022,2022,05/21/2022 13.58.43,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38764,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Deep,21.63974398,22.24931423,MAU-01257,MAU-1257,NA,20.031244,145.234455,20.031244,145.234455,2022,2022,05/21/2022 09.27.46,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38765,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,16.76318196,17.37275221,MAU-01243,MAU-1243,NA,20.034007,145.229619,20.034007,145.229619,2022,2022,05/21/2022 10.48.05,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
