"SITEVISITID","EXCLUDE_FLAG","MISSIONID","ROUNDID","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","SITE","OLD_SITE","TYPE","CLIMATE_STATION_YN","PERM_SITE","OCC_SITEID","HABITAT_CODE","new_MIN_DEPTH_M","new_MAX_DEPTH_M","LATITUDE_SV","LONGITUDE_SV","LATITUDE_LOV","LONGITUDE_LOV","ANALYSIS_YEAR","OBS_YEAR","DATE_","TRANSECT_PHOTOS","PHOTOMOSAIC_YN","benth","fish","arms_d","arms_r","cau_d","cau_r","microb","ARMS","Benthic","CAU","Fish","Oceanography","HUMANS20","HUMANS200","ANALYSIS_SCHEME","bANALYSIS_SCHEME","TUT2012","OTHER_AREA_GROUPING","SPECIAL_PROJ_YN","SPECIAL_PROJ_DESCRIPTION"
6578,0,"HA1401",88,"MARIAN","Guam","GUA_TUMON","Forereef","Deep","GUA-01543","GUA-1543","RANDOM",0,0,NA,"AGR",17.37275221,21.63974398,13.53261075,144.7994334,13.53261075,144.7994334,"2014",2014,"3/25/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6579,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","GUA-01593","GUA-1593","RANDOM",0,0,NA,"AGR",13.10576044,14.9344712,13.57233611,144.82333,13.57233611,144.82333,"2014",2014,"3/25/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6580,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","GUA-01552","GUA-1552","RANDOM",0,0,NA,"AGR",4.266991771,5.18134715,13.55085765,144.8090198,13.55085765,144.8090198,"2014",2014,"3/25/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6581,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Deep","GUA-01080","GUA-1080","RANDOM",0,0,NA,"AGR",18,24.3,13.62335734,144.8340179,13.62335734,144.8340179,"2014",2014,"3/25/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,115690,204716,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6582,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","GUA-01093","GUA-1093","RANDOM",0,0,NA,"PSC",10.9,12,13.60607377,144.8336791,13.60607377,144.8336791,"2014",2014,"3/25/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,130269,194725,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6583,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","GUA-01134","GUA-1134","RANDOM",0,0,NA,"PPR",7.5,9.4,13.58279237,144.830938,13.58279237,144.830938,"2014",2014,"3/25/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,135459,190211,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6584,0,"HA1401",88,"MARIAN","Guam","GUA_TUMON","Forereef","Shallow","GUA-01062","GUA-1062","RANDOM",0,0,NA,"PPR",6,6.9,13.51760245,144.7988612,13.51760245,144.7988612,"2014",2014,"3/25/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,149595,165021,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6585,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","GUA-01098","GUA-1098","RANDOM",0,0,NA,"AGR",11,13.3,13.48810452,144.7643728,13.48810452,144.7643728,"2014",2014,"3/25/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,155100,165021,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6586,0,"HA1401",88,"MARIAN","Guam","GUA_ACHANG","Forereef","Deep","GUA-01387","GUA-1387","RANDOM",0,0,NA,"PAV",17.98232246,19.5062481,13.23873636,144.7001649,13.23873636,144.7001649,"2014",2014,"3/26/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6587,0,"HA1401",88,"MARIAN","Guam","GUA_ACHANG","Forereef","Mid","GUA-01376","GUA-1376","RANDOM",0,0,NA,"PAV",11.58183481,11.88661993,13.24282212,144.7145234,13.24282212,144.7145234,"2014",2014,"3/26/2014",-1,NA,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6588,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-01565","GUA-1565","RANDOM",0,0,NA,"SAG",4.571776897,5.486132277,13.23559751,144.6537122,13.23113414,144.6726957,"2014",2014,"3/26/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6589,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-00955","GUA-955","RANDOM",0,0,NA,"PAV",17.5,27,13.24512203,144.7333501,13.24512203,144.7333501,"2014",2014,"3/26/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,23015,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6590,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-01141","GUA-1141","RANDOM",0,0,NA,"AGR",5,5.2,13.2355183,144.653573,13.2355183,144.653573,"2014",2014,"3/26/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,18592,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6591,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","GUA-01128","GUA-1128","RANDOM",0,0,NA,"AGR",3,6.5,13.23855481,144.639414,13.23855481,144.639414,"2014",2014,"3/26/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,18627,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6592,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-01086","GUA-1086","RANDOM",0,0,NA,"PAV",19.8,21,13.22889458,144.641005,13.22889458,144.641005,"2014",2014,"3/26/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,17017,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6593,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-00954","GUA-954","RANDOM",0,0,NA,"SAG",18,22,13.28116673,144.7644505,13.28116673,144.7644505,"2014",2014,"3/26/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,43093,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6594,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-01008","GUA-1008","RANDOM",0,0,NA,"AGR",5.5,6.5,13.26116667,144.7432541,13.26116667,144.7432541,"2014",2014,"3/26/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,26821,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6595,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-01003","GUA-1003","RANDOM",0,0,NA,"SAG",4.5,6.5,13.25333009,144.7386813,13.25333009,144.7386813,"2014",2014,"3/26/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,24017,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6596,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-00963","GUA-963","RANDOM",0,0,NA,"AGR",9.9,11,13.24426155,144.724896,13.24426155,144.724896,"2014",2014,"3/26/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,22809,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6597,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-01115","GUA-1115","RANDOM",0,0,NA,"PAV",8.5,11.5,13.23864056,144.6603944,13.23864056,144.6603944,"2014",2014,"3/26/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,19049,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6598,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Deep","GUA-01624","GUA-1624","RANDOM",0,0,NA,"PAV",19.20146297,22.55409936,13.39791533,144.6539453,13.39791533,144.6539453,"2014",2014,"3/27/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6599,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","GUA-01601","GUA-1601","RANDOM",0,0,NA,"PAV",11.58183481,13.10576044,13.36006139,144.6374342,13.36006139,144.6374342,"2014",2014,"3/27/2014",-1,NA,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6600,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","GUA-01567","GUA-1567","RANDOM",0,0,NA,"AGR",4.571776897,5.486132277,13.38922128,144.6541501,13.38922128,144.6541501,"2014",2014,"3/27/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6601,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","GUA-01560","GUA-1560","RANDOM",0,0,NA,"AGR",3.352636391,3.352636391,13.29553817,144.6583306,13.29553817,144.6583306,"2014",2014,"3/27/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6602,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Deep","GUA-01082","GUA-1082","RANDOM",0,0,NA,"AGR",20.2,22,13.35996542,144.6355737,13.35996542,144.6355737,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,54082,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6603,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","GUA-01121","GUA-1121","RANDOM",0,0,NA,"ROB",3.9,7,13.36390793,144.6444018,13.36390793,144.6444018,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,63308,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6604,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Deep","GUA-01077","GUA-1077","RANDOM",0,0,NA,"PAV",19.7,24.8,13.31465243,144.6439327,13.31465243,144.6439327,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,35014,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6605,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","GUA-01113","GUA-1113","RANDOM",0,0,NA,"AGR",12.2,13.4,13.30920135,144.6517751,13.30920135,144.6517751,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,35487,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6606,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","GUA-01122","GUA-1122","RANDOM",0,0,NA,"ROB",3.5,6,13.29991638,144.6569286,13.29991638,144.6569286,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,31003,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6607,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Deep","GUA-01079","GUA-1079","RANDOM",0,0,NA,"AGR",18.2,21,13.38480888,144.6464269,13.38480888,144.6464269,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,76870,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6608,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Deep","GUA-01066","GUA-1066","RANDOM",0,0,NA,"AGR",18.5,26,13.33672592,144.6332114,13.33672592,144.6332114,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,42505,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6609,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","GUA-01111","GUA-1111","RANDOM",0,0,NA,"AGR",13,15.8,13.3498928,144.6394565,13.3498928,144.6394565,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,51348,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6610,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","GUA-01109","GUA-1109","RANDOM",0,0,NA,"AGR",11,13.5,13.28807635,144.6536857,13.28807635,144.6536857,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,26740,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6611,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","GUA-01107","GUA-1107","RANDOM",0,0,NA,"AGR",4.2,5.2,13.25916147,144.6531257,13.25916147,144.6531257,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,21751,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6612,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","GUA-01103","GUA-1103","RANDOM",0,0,NA,"AGR",3,4.5,13.27537333,144.6622668,13.27537333,144.6622668,"2014",2014,"3/27/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,25180,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6613,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-00959","GUA-959","RANDOM",0,0,NA,"AGR",18.2,23.5,13.4010681,144.7841954,13.4010681,144.7841954,"2014",2014,"3/28/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,142960,165010,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6614,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-01005","GUA-1005","RANDOM",0,0,NA,"AGR",4,6.7,13.34214482,144.7739208,13.34214482,144.7739208,"2014",2014,"3/28/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,100853,161894,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6615,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-00973","GUA-973","RANDOM",0,0,NA,"PAV",12.8,15.5,13.32663478,144.7759151,13.32663478,144.7759151,"2014",2014,"3/28/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,86716,161886,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6616,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-00948","GUA-948","RANDOM",0,0,NA,"PAV",17.5,23,13.2881113,144.7681041,13.2881113,144.7681041,"2014",2014,"3/28/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,50462,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6617,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-00958","GUA-958","RANDOM",0,0,NA,"SAG",18.5,20.4,13.43301035,144.812281,13.43301035,144.812281,"2014",2014,"3/28/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,156372,165021,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6618,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-00981","GUA-981","RANDOM",0,0,NA,"AGR",10.5,13.7,13.36839376,144.7781781,13.36839376,144.7781781,"2014",2014,"3/28/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,118708,163871,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6619,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-00964","GUA-964","RANDOM",0,0,NA,"RRB",14.6,17.9,13.31383059,144.7736521,13.31383059,144.7736521,"2014",2014,"3/28/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,73642,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6620,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-01009","GUA-1009","RANDOM",0,0,NA,"AGR",4.5,6,13.30416206,144.7740843,13.30416206,144.7740843,"2014",2014,"3/28/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,67412,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6621,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-00988","GUA-988","RANDOM",0,0,NA,"AGR",11.5,14.2,13.29235062,144.7686575,13.29235062,144.7686575,"2014",2014,"3/28/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,57675,161885,"MARI2014","BEN_SEC2014",NA,NA,NA,""
10246,0,"HA1606",109,"NWHI","Kure","Kure","Forereef","Mid","KUR-00051","KUR-51",NA,0,0,"OCC-KUR-013",NA,14,15,28.40908,-178.37808,28.40908,-178.37808,"2016",2016,"9/13/2016",-1,NA,0,0,0,0,1,1,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
5901,0,"SE1305",86,"NWHI","Kure","Kure","Forereef","Mid","KUR-00052","KUR-52",NA,0,0,NA,NA,15,18,28.38506,-178.34087,28.38506,-178.34087,"2013",2013,"7/12/2013",-1,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
6627,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-01459","GUA-1459","RANDOM",0,0,NA,"AGR",16.76318196,20.7253886,13.37528989,144.7782938,13.37528989,144.7782938,"2014",2014,"3/28/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6628,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-01421","GUA-1421","RANDOM",0,0,NA,"AGR",13.41054557,15.23925632,13.4065605,144.7856185,13.4065605,144.7856185,"2014",2014,"3/28/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6629,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-01422","GUA-1422","RANDOM",0,0,NA,"AGR",11.58183481,13.71533069,13.31136983,144.7739652,13.31136983,144.7739652,"2014",2014,"3/28/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6630,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-01395","GUA-1395","RANDOM",0,0,NA,"AGR",1.857970131,2.322462664,13.35294482,144.7755936,13.35294482,144.7755936,"2014",2014,"3/28/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6631,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-01390","GUA-1390","RANDOM",0,0,NA,"AGR",3.047851265,4.571776897,13.27698383,144.7585348,13.27698383,144.7585348,"2014",2014,"3/28/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6633,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-00944","GUA-944","RANDOM",0,0,NA,"AGR",22.2,24.2,13.46689839,144.8589869,13.46689839,144.8589869,"2014",2014,"3/29/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,144722,165021,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6634,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-00971","GUA-971","RANDOM",0,0,NA,"AGR",14,15.3,13.47940553,144.8676742,13.47940553,144.8676742,"2014",2014,"3/29/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,143726,165021,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6635,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-00992","GUA-992","RANDOM",0,0,NA,"PAV",4.8,8,13.48836394,144.8755297,13.48836394,144.8755297,"2014",2014,"3/29/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,142825,165021,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6636,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-00949","GUA-949","RANDOM",0,0,NA,"AGR",20.6,22.6,13.52104037,144.9294671,13.52104037,144.9294671,"2014",2014,"3/29/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,123518,185940,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6637,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-00945","GUA-945","RANDOM",0,0,NA,"AGR",22,26,13.44992529,144.8367388,13.44992529,144.8367388,"2014",2014,"3/29/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,149979,165021,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6638,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-00970","GUA-970","RANDOM",0,0,NA,"AGR",14,16,13.51632924,144.9201938,13.51632924,144.9201938,"2014",2014,"3/29/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,131336,182632,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6639,0,"HA1401",88,"MARIAN","Guam","GUA_PATI_POINT","Forereef","Mid","GUA-01023","GUA-1023","RANDOM",0,0,NA,"AGR",14,16,13.55289571,144.9409792,13.55289571,144.9409792,"2014",2014,"3/29/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,109020,195157,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6640,0,"HA1401",88,"MARIAN","Guam","GUA_PATI_POINT","Forereef","Shallow","GUA-01028","GUA-1028","RANDOM",0,0,NA,"AGR",3,6,13.56660381,144.9407385,13.56660381,144.9407385,"2014",2014,"3/29/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,101481,202441,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6641,0,"HA1401",88,"MARIAN","Guam","GUA_PATI_POINT","Forereef","Deep","GUA-01012","GUA-1012","RANDOM",0,0,NA,"AGR",17.8,23,13.57690542,144.9512871,13.57690542,144.9512871,"2014",2014,"3/29/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,84744,208420,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6643,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","GUA-01446","GUA-1446","RANDOM",0,0,NA,"AGR",21.94452911,21.33495885,13.46553541,144.8568747,13.46553541,144.8568747,"2014",2014,"3/29/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6644,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-01435","GUA-1435","RANDOM",0,0,NA,"AGR",14.02011582,14.9344712,13.45442536,144.840862,13.45442536,144.840862,"2014",2014,"3/29/2014",-1,NA,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6645,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","GUA-01438","GUA-1438","RANDOM",0,0,NA,"AGR",12.19140506,13.10576044,13.50921283,144.9001557,13.50921283,144.9001557,"2014",2014,"3/29/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6646,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","GUA-01394","GUA-1394","RANDOM",0,0,NA,"SAG",3.047851265,5.790917403,13.54090498,144.9341648,13.54090498,144.9341648,"2014",2014,"3/29/2014",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"MARI2014","BEN_SEC2014",NA,NA,"0",""
6647,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN","Forereef","Mid","GUA-00005","GUA-05",NA,0,-1,NA,NA,13.71533069,13.71533069,13.57849756,144.8282763,13.57865,144.82843,"2014",2014,"3/25/2014",-1,NA,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,"BEN_SEC2014",NA,NA,NA,NA
10219,0,"HA1606",109,"NWHI","Kure","Kure","Forereef","Mid","KUR-00052","KUR-52",NA,0,0,NA,NA,15,18,28.38506,-178.34087,28.38506,-178.34087,"2016",2016,"9/12/2016",-1,NA,0,0,0,0,1,1,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
5902,0,"SE1305",86,"NWHI","Kure","Kure","Forereef","Mid","KUR-00053","KUR-53",NA,0,0,"OCC-KUR-002",NA,15,18,28.4529,-178.34706,28.4529,-178.34706,"2013",2013,"7/13/2013",-1,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,"RAMP_BASIC","NO SCHEME",NA,NA,NA,NA
6652,0,"HA1401",88,"MARIAN","Guam","GUA_EAST_OPEN",NA,"Mid","GUA-01998","GUA-1998",NA,0,0,NA,NA,10.66747943,10.66747943,13.23113414,144.6726957,13.23113414,144.6726957,"2014",2014,"3/26/2014",0,NA,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,"BEN_SEC2014",NA,NA,NA,NA
6653,0,"HA1401",88,"MARIAN","Guam","GUA_WEST_OPEN",NA,NA,"GUA-01997","GUA-1997",NA,0,0,NA,NA,NA,NA,13.36460288,144.6224518,13.36460288,144.6224518,"2014",2014,"3/27/2014",0,NA,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,"BEN_SEC2014",NA,NA,NA,NA
6654,0,"HA1401",88,"MARIAN","Guam","GUA_PATI_POINT","Forereef","Deep","GUA-01022","GUA-1022","RANDOM",0,0,NA,"PAV",23,25.1,13.5982444,144.9605377,13.5982444,144.9605377,"2014",2014,"3/30/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,79978,210374,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6655,0,"HA1401",88,"MARIAN","Guam","GUA_PATI_POINT","Forereef","Shallow","GUA-01031","GUA-1031","RANDOM",0,0,NA,"PAV",3,6,13.60119819,144.9354076,13.60119819,144.9354076,"2014",2014,"3/30/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,84602,210110,"MARI2014","BEN_SEC2014",NA,NA,NA,""
6656,0,"HA1401",88,"MARIAN","Guam","GUA_PATI_POINT","Forereef","Mid","GUA-01013","GUA-1013","RANDOM",0,0,NA,"AGR",13.9,16,13.61763049,144.9053256,13.61763049,144.9053256,"2014",2014,"3/30/2014",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,93535,210184,"MARI2014","BEN_SEC2014",NA,NA,NA,""
